7769,827717776,-0.360658,-0.033307,9.802415,0.003362,0.004695,0.001311,,,
7770,827717801,-0.324258,-0.024939,9.789614,0.004907,0.003055,-0.001545,,,
7771,827717826,-0.337158,0.014275,9.83189,0.006655,0.00429,0.003882,,,
7772,827717851,-0.317285,-0.008654,9.818464,-0.000943,0.00014,-0.000305,,,
7773,827717876,-0.320988,0.004683,9.764655,0.002362,0.006059,-0.000228,,,
7774,827717901,-0.329774,0.035238,9.765678,0.001709,-0.000033,0.000158,,,
7775,827717926,-0.357922,0.059016,9.804482,0.000504,-0.001849,0.001365,,,
7776,827717951,-0.355164,0.048495,9.845325,-0.00115,-0.002962,0.006141,,,
7777,827717976,-0.316803,0.014771,9.792571,-0.000787,0.002113,0.003205,,,
7778,827718001,-0.301727,0.055959,9.796216,-0.003919,-0.002803,0.003956,,,
7779,827718026,-0.320522,0.053916,9.802162,-0.003836,0.000404,0.003311,,,
7780,827718051,-0.339573,0.034162,9.803173,-0.005817,0.003651,0.00228,,,
7781,827718076,-0.28569,-0.046334,9.795349,-0.007221,-0.000513,0.000621,,,
7782,827718101,-0.351399,0.001584,9.829881,-0.00674,-0.000989,0.003624,,,
7783,827718126,-0.343418,-0.034279,9.810501,-0.006947,-0.000747,0.003172,,,
7784,827718151,-0.302993,-0.036873,9.79748,-0.005311,-0.002742,0.00466,,,
7785,827718176,-0.309405,-0.038854,9.829538,-0.009066,-0.00087,0.005203,,,
7786,827718201,-0.34656,-0.048108,9.800851,-0.00256,-0.006068,0.002129,,,
7787,827718226,-0.367959,-0.011001,9.80044,-0.00392,-0.000423,0.003073,,,
7788,827718251,-0.315132,-0.024037,9.801382,-0.004835,-0.000894,0.008547,,,
7789,827718276,-0.333812,-0.022724,9.7813,-0.00542,0.001785,0.00535,,,
7790,827718301,-0.327621,-0.023699,9.787347,-0.010429,0.004798,-0.001317,,,
7791,827718326,-0.301889,-0.008123,9.819376,-0.005001,0.000599,0.006695,,,
7792,827718351,-0.329219,-0.006878,9.815516,-0.004074,-0.002006,-0.0007,,,
7793,827718376,-0.337323,-0.013208,9.802728,-0.00838,0.000821,0.003737,,,
7794,827718401,-0.32619,-0.021241,9.802282,-0.004418,-0.00035,0.003701,,,
7795,827718426,-0.299827,-0.012963,9.795141,-0.007525,-0.000326,0.001004,,,
7796,827718451,-0.31466,-0.032546,9.828321,0.00118,-0.006005,-0.001435,,,
7797,827718476,-0.315475,-0.031679,9.792646,-0.002468,-0.003685,0.00193,,,
7798,827718501,-0.309814,-0.030107,9.802105,0.002414,-0.00288,0.006936,,,
7799,827718526,-0.338593,-0.021234,9.803194,0.002065,-0.007209,0.007832,,,
7800,827718551,-0.367014,-0.004772,9.79707,-0.003798,-0.003453,0.00039,,,
7801,827718576,-0.33565,-0.034612,9.804434,0.000185,-0.006621,0.001694,,,
7802,827718601,-0.332777,-0.046057,9.813404,0.002678,0.000134,0.005846,,,
7803,827718626,-0.342522,-0.026536,9.796519,0.001071,0.004764,0.004178,,,
7804,827718651,-0.300377,-0.066862,9.786047,0.003995,-0.001223,-0.000072,,,
7805,827718676,-0.315426,-0.047288,9.807957,0.008307,-0.006142,0.002058,,,
7806,827718701,-0.348422,-0.021338,9.833932,-0.0011,0.000104,0.004742,,,
7807,827718726,-0.326934,-0.002915,9.816435,0.003931,0.003031,0.005597,,,
7808,827718751,-0.279451,0.013624,9.800898,0.003439,0.001262,0.005014,,,
7809,827718776,-0.306678,0.040678,9.825706,-0.002033,0.007305,0.000633,,,
7810,827718801,-0.32737,0.021814,9.79493,-0.002021,-0.00422,0.007415,,,
7811,827718826,-0.315496,0.034815,9.7946,-0.003412,-0.002323,-0.000188,,,
7812,827718851,-0.311783,0.028644,9.826763,-0.002567,-0.001071,0.009,,,
7813,827718876,-0.356474,0.049869,9.802911,-0.003497,0.003281,0.000572,,,
7814,827718901,-0.321162,0.013293,9.801388,-0.000891,0.000268,-0.000688,,,
7815,827718926,-0.335666,0.025132,9.806828,-0.004068,0.002772,0.001208,,,
7816,827718951,-0.342922,-0.016076,9.778775,-0.005285,-0.001276,-0.002752,,,
7817,827718976,-0.337598,-0.02843,9.785724,0.001684,0.000381,-0.004497,,,
7818,827719001,-0.320812,-0.032189,9.797657,-0.001599,-0.000422,0.001352,,,
7819,827719026,-0.3064,-0.043573,9.798024,-0.004822,0.002307,-0.00377,,,
7820,827719051,-0.332455,-0.016979,9.784666,-0.006123,0.00284,0.003238,,,
7821,827719076,-0.325368,-0.033102,9.840279,-0.001767,0.000884,-0.002159,,,
7822,827719101,-0.351801,-0.007489,9.828375,0.000107,0.001068,0.007297,,,
7823,827719126,-0.342413,-0.031378,9.789732,-0.004169,0.002989,0.005679,,,
7824,827719151,-0.323184,-0.051204,9.812549,0.003585,0.003465,0.004826,,,
7825,827719176,-0.376678,-0.013847,9.814226,0.001273,0.000492,0.004248,,,
7826,827719201,-0.377747,-0.076,9.826818,0.002228,0.002711,0.006808,,,
7827,827719226,-0.370562,-0.044832,9.803638,0.005738,-0.003406,-0.000897,,,
7828,827719251,-0.309471,-0.050686,9.787465,0.004876,-0.008611,0.002296,,,
7829,827719276,-0.328329,-0.066531,9.820323,0.006045,-0.003777,0.000896,,,
7830,827719301,-0.353508,-0.096907,9.803615,0.001036,0.002645,-0.003478,,,
7831,827719326,-0.307509,-0.08265,9.816092,0.006041,-0.00643,-0.001906,,,
7832,827719351,-0.336579,-0.068867,9.834118,0.014228,0.001389,-0.004487,,,
7833,827719376,-0.306971,-0.076869,9.781372,0.014235,-0.003693,0.008984,,,
7834,827719401,-0.311704,-0.017027,9.782966,0.016528,-0.001639,0.003625,,,
7835,827719426,-0.300649,-0.036603,9.796908,0.016662,-0.002304,-0.003323,,,
7836,827719451,-0.345202,0.022865,9.82452,0.009488,-0.007224,-0.000365,,,
7837,827719476,-0.332675,0.022956,9.799949,0.014877,-0.004485,0.001772,,,
7838,827719501,-0.321739,0.044077,9.784765,0.013076,-0.003427,0.001182,,,
7839,827719526,-0.347848,0.066326,9.806127,0.010221,-0.008447,0.004299,,,
7840,827719551,-0.34143,0.033828,9.815298,0.006312,-0.005455,0.003447,,,
7841,827719576,-0.346267,0.036631,9.813075,0.004326,-0.005575,0.005604,,,
7842,827719601,-0.33339,0.021458,9.843869,0.003168,-0.001782,0.000361,,,
7843,827719626,-0.339443,0.024728,9.810337,0.005831,-0.002912,-0.002052,,,
7844,827719651,-0.299249,0.039774,9.81,-0.001508,-0.007388,0.001298,,,
7845,827719676,-0.286589,0.005407,9.81218,0.000755,-0.00349,0.000025,,,
7846,827719701,-0.360749,0.026491,9.831362,0.00055,0.002111,0.001231,,,
7847,827719726,-0.310047,-0.018135,9.825848,0.003731,0.002246,0.000232,,,
7848,827719751,-0.336485,0.004617,9.819242,0.001521,-0.004169,0.002076,,,
7849,827719776,-0.357563,-0.004604,9.817009,0.001906,0.00245,0.004882,,,
7850,827719801,-0.339065,-0.037465,9.801147,0.005549,0.002085,0.004524,,,
7851,827719826,-0.303269,-0.042914,9.833141,0.006537,0.005616,-0.00556,,,
7852,827719851,-0.325598,-0.034507,9.791527,0.005339,0.00325,-0.002152,,,
7853,827719876,-0.343859,-0.061862,9.832014,0.003386,0.0053,0.002164,,,
7854,827719901,-0.301393,-0.084523,9.812002,0.008628,0.004932,-0.000556,,,
7855,827719926,-0.303773,-0.073522,9.803958,0.00902,-0.000338,-0.000228,,,
7856,827719951,-0.34453,-0.014015,9.804409,0.009389,0.001109,0.000732,,,
7857,827719976,-0.329422,-0.022975,9.771488,0.014545,0.002873,-0.001608,,,
7858,827720001,-0.314731,-0.029591,9.806624,0.00833,0.002909,0.008444,,,
7859,827720026,-0.345786,0.021845,9.826941,0.007501,-0.000405,0.000651,,,
7860,827720051,-0.345186,0.022368,9.803278,0.008962,-0.001314,0.005962,,,
7861,827720076,-0.318228,0.004857,9.788677,0.014825,0.003833,0.000435,,,
7862,827720101,-0.345089,0.022323,9.79508,0.006366,-0.005512,-0.00037,,,
7863,827720126,-0.367747,0.036529,9.795019,0.006074,-0.00326,-0.002354,,,
7864,827720151,-0.329129,0.003288,9.77988,0.009662,-0.003991,-0.000541,,,
7865,827720176,-0.355655,0.014101,9.793934,0.005963,0.002672,0.001279,,,
7866,827720201,-0.353104,0.004928,9.792323,0.000335,-0.008036,0.002855,,,
7867,827720226,-0.332109,0.009001,9.802238,0.006296,-0.003479,0.002246,,,
7868,827720251,-0.362015,-0.018448,9.780388,0.008221,-0.005372,0.00118,,,
7869,827720276,-0.390968,-0.000513,9.790228,0.005469,-0.004987,0.003015,,,
7870,827720301,-0.362436,0.001619,9.832197,0.005361,0.000168,0.00345,,,
7871,827720326,-0.318603,0.00338,9.7882,0.009528,-0.003985,-0.000799,,,
7872,827720351,-0.316037,0.036407,9.815398,0.006703,-0.004336,-0.004204,,,
7873,827720376,-0.305349,0.036373,9.79668,0.001071,-0.009237,0.000429,,,
7874,827720401,-0.298012,0.0561,9.826967,0.00017,-0.004826,0.002274,,,
7875,827720426,-0.29513,0.047991,9.822955,0.003082,-0.003269,-0.001603,,,
7876,827720451,-0.321736,0.069318,9.830317,0.001906,0.004204,-0.001492,,,
7877,827720476,-0.294866,0.095279,9.793865,-0.002015,0.001071,0.003524,,,
7878,827720501,-0.30588,0.086592,9.796593,-0.000012,0.003982,0.006345,,,
7879,827720526,-0.325662,0.090225,9.827723,-0.007105,-0.00075,-0.003588,,,
7880,827720551,-0.319874,0.03718,9.788984,-0.005037,0.000697,-0.003831,,,
7881,827720576,-0.278534,0.020238,9.804286,-0.004132,-0.001144,0.002752,,,
7882,827720601,-0.323671,-0.000145,9.82937,-0.005119,0.003858,-0.001788,,,
7883,827720626,-0.328875,-0.064824,9.811687,-0.009282,0.005817,0.00349,,,
7884,827720651,-0.336029,-0.053984,9.794649,-0.013894,0.002483,0.007235,,,
7885,827720676,-0.361274,-0.023872,9.813145,-0.007254,0.003339,-0.001664,,,
7886,827720701,-0.344481,-0.040926,9.840409,-0.00535,0.001282,-0.001718,,,
7887,827720726,-0.31052,-0.047974,9.780766,-0.005534,-0.002304,-0.000177,,,
7888,827720751,-0.272983,-0.027528,9.806137,-0.004704,0.001915,-0.000186,,,
7889,827720776,-0.271894,0.002549,9.827569,-0.009744,0.005151,-0.002134,,,
7890,827720801,-0.281514,0.026885,9.798178,-0.008197,0.00543,0.001383,,,
7891,827720826,-0.326145,0.013712,9.812668,-0.005285,0.011668,0.001395,,,
7892,827720851,-0.356304,0.019266,9.808475,-0.000827,0.007524,-0.001824,,,
7893,827720876,-0.350425,0.027231,9.770678,-0.01274,0.003318,-0.000872,,,
7894,827720901,-0.345605,-0.012783,9.803493,-0.011423,0.012137,0.002256,,,
7895,827720926,-0.332896,-0.000261,9.775169,-0.002727,-0.00177,0.002703,,,
7896,827720951,-0.377457,-0.028787,9.794857,-0.006987,0.003853,0.000186,,,
